file,duration_s,voiced_ratio,f0_mean,f0_median,f0_min,f0_max,f0_std,jitter_local,shimmer_local,hnr_mean_db,intensity_mean_db,intensity_std_db,formant1_mean_hz,formant2_mean_hz,formant3_mean_hz,label
male/arctic_a0476(10).wav,3.085,0.4426229508196721,93.3324012689941,87.91623907953446,75.20135913161727,155.68169983896303,14.71233376409446,0.0346829284237766,0.0844682201218627,7.0094071567511245,62.38986978337934,11.928357009280782,906.4498254348348,1904.9324825947886,3041.162484325764,male
male/arctic_a0492(4).wav,2.4800625,0.5102040816326531,149.9188555882995,138.06875969921154,88.78286564827296,499.96865929727693,73.53085204921359,0.01904639633420054,0.0801778360598823,11.648180728564846,65.27190749148127,12.139341071254123,822.9673108267906,1870.5797175290515,2952.451545361556,male
male/arctic_a0422(9).wav,3.9999375,0.6843434343434344,103.74972658720034,102.33796735977776,76.83539922592335,137.50507730177154,11.834419244937349,0.02661400064742787,0.11959659394607199,11.849951908549777,65.22611114766127,12.600700888122633,673.9610826751249,1683.6162540773876,2788.0343784331785,male
male/arctic_a0432(6).wav,2.0550625,0.6386138613861386,122.34439504294315,108.39413062844136,89.54439196952704,496.3077617699597,64.98208423351262,0.0345033576113356,0.08678382067009562,15.439210373357918,65.15958198580418,11.612549577072857,642.1778055796276,1828.8952662500099,3112.8183765488425,male
male/arctic_a0488(6).wav,2.2850625,0.5822222222222222,113.97713165514794,105.52293280567004,79.71535322385674,436.1168784147215,49.07067794631925,0.029728830517131793,0.10510304751411356,13.979876890458863,67.0981579838307,13.031029846643388,764.0148051999934,1951.6199482706816,2965.0847607913897,male
male/arctic_a0436(1).wav,2.3850625,0.6297872340425532,128.44946218511564,130.9914782400634,75.14293491475641,155.30659973334363,20.091378358266507,0.021939927725148654,0.08133290692942928,10.052112521043401,66.1839905462423,10.195637962599076,733.7461136635734,1804.3944745069566,2991.462659018553,male
male/arctic_a0428(2).wav,2.89,0.5769230769230769,122.18229604276141,114.20276726390708,77.27241360499205,399.86058280085064,47.25442503124019,0.022876527835175225,0.07716630119954461,10.219246208701898,65.47860664757229,12.9003715108245,695.0835658317715,1938.80190873787,2987.976780203847,male
male/arctic_a0458(11).wav,3.5363125,0.32857142857142857,158.9130690161712,158.00624501184794,77.60765092954863,217.3146546254289,35.077263189681894,0.027353449509490535,0.09768940845624037,9.957494134956416,59.179264684396976,14.525539779084362,967.4620425270487,2032.953760896864,3142.9896205669056,male
male/arctic_a0482(9).wav,2.9399375,0.6344827586206897,108.45397335041858,103.90327651701628,87.47529003371352,177.42236416250623,15.357209072182167,0.023384623031217463,0.11582012524957952,10.80465243165412,66.64138373531918,12.697252683426582,737.5453561360575,1762.4803767734616,2785.3966600427384,male
male/arctic_a0483(7).wav,4.5250625,0.6837416481069042,135.05871640305293,135.88760257489824,99.65718399839372,170.17686733874743,15.298248693302183,0.021324954341936604,0.07598888831351495,14.60231417893995,70.35316785627978,13.117624075871332,694.4293165652305,1920.4076452603213,2965.1731513258665,male
male/arctic_a0471(8).wav,3.9349375,0.5717948717948718,126.46732074083862,127.92791417030391,93.93421169930576,179.42415853940162,17.45028048349883,0.02677257694900696,0.07478401805251993,14.068455004566669,66.31654734326314,13.572220226288435,761.7515163243597,2007.348805598928,2977.9366585892863,male
male/arctic_a0484(1).wav,1.015,0.6836734693877551,134.9316161360058,145.67459124388765,77.28304346360017,187.64325834676956,26.920524264511883,0.02791276849018738,0.07702353643655362,9.71594804919679,71.95192773925005,9.991862427697562,599.73416411288,1937.7077879562241,2836.50308623363,male
male/arctic_a0463(7).wav,3.8250625,0.6517150395778364,137.19472368481186,135.8247662802969,97.92822258780984,173.5025780152701,15.862347371495106,0.022372715796544162,0.07986217476738693,12.322328472703694,70.86379914786053,12.608733356738556,777.9302005542555,1991.6887747581768,2978.854247394297,male
